State,Government,Mode,Type,Year,Amount (thousands)
New Mexico,State and Local,Water,Revenue,2017,0
New Mexico,State and Local,Water,Expenditure,2016,0
New Mexico,State and Local,Water,Revenue,2016,0
New Mexico,State and Local,Water,Expenditure,2015,0
New Mexico,State and Local,Water,Revenue,2015,0
New Mexico,State and Local,Water,Expenditure,2014,0
New Mexico,State and Local,Water,Revenue,2014,0
New Mexico,State and Local,Water,Expenditure,2013,0
New Mexico,State and Local,Water,Revenue,2013,0
New Mexico,State and Local,Water,Expenditure,2012,0
New Mexico,State and Local,Water,Revenue,2012,0
New Mexico,State and Local,Water,Expenditure,2011,0
New Mexico,State and Local,Water,Revenue,2011,0
New Mexico,State and Local,Water,Expenditure,2010,0
New Mexico,State and Local,Water,Revenue,2010,0
New Mexico,State and Local,Water,Expenditure,2009,0
New Mexico,State and Local,Water,Revenue,2009,0
New Mexico,State and Local,Water,Expenditure,2008,0
New Mexico,State and Local,Water,Revenue,2008,0
New Mexico,State and Local,Water,Expenditure,2007,0
New Mexico,State and Local,Water,Revenue,2007,0
New Mexico,State and Local,Water,Expenditure,2006,0
New Mexico,State and Local,Water,Revenue,2006,0
New Mexico,State and Local,Water,Expenditure,2005,67
New Mexico,State and Local,Water,Revenue,2005,0
New Mexico,State and Local,Water,Expenditure,2004,0
New Mexico,State and Local,Water,Revenue,2004,0
New York,State and Local,Total,Expenditure,2020,387676964
New York,State and Local,Total,Revenue,2020,376214893
New York,State and Local,Total,Expenditure,2019,375228149
New York,State and Local,Total,Revenue,2019,384382649
New York,State and Local,Total,Expenditure,2018,367456796
New York,State and Local,Total,Revenue,2018,390622470
New York,State and Local,Total,Expenditure,2017,348447200
New York,State and Local,Total,Revenue,2017,380000972
New York,State and Local,Total,Expenditure,2016,331888077
New York,State and Local,Total,Revenue,2016,326701288
New York,State and Local,Total,Expenditure,2015,323977406
New York,State and Local,Total,Revenue,2015,337829812
New York,State and Local,Total,Expenditure,2014,311657062
New York,State and Local,Total,Revenue,2014,363429555
New York,State and Local,Total,Expenditure,2013,312859315
New York,State and Local,Total,Revenue,2013,335360069
New York,State and Local,Total,Expenditure,2012,303235349
New York,State and Local,Total,Revenue,2012,295740009
New York,State and Local,Total,Expenditure,2011,300754012
New York,State and Local,Total,Revenue,2011,324444663
New York,State and Local,Total,Expenditure,2010,295466765
New York,State and Local,Total,Revenue,2010,313781388
New York,State and Local,Total,Expenditure,2009,279339419
New York,State and Local,Total,Revenue,2009,176161601
New York,State and Local,Total,Expenditure,2008,262283053
New York,State and Local,Total,Revenue,2008,242109608
New York,State and Local,Total,Expenditure,2007,249934227
New York,State and Local,Total,Revenue,2007,290806674
New York,State and Local,Total,Expenditure,2006,238559375
New York,State and Local,Total,Revenue,2006,266105088
New York,State and Local,Total,Expenditure,2005,226866797
New York,State and Local,Total,Revenue,2005,234689174
New York,State and Local,Total,Expenditure,2004,219339311
New York,State and Local,Total,Revenue,2004,226415448
New York,State and Local,Air,Expenditure,2020,2815834
New York,State and Local,Air,Revenue,2020,2843926
New York,State and Local,Air,Expenditure,2019,2869406
New York,State and Local,Air,Revenue,2019,2861194
New York,State and Local,Air,Expenditure,2018,2742386
New York,State and Local,Air,Revenue,2018,2833831
New York,State and Local,Air,Expenditure,2017,2367338
New York,State and Local,Air,Revenue,2017,3069803
New York,State and Local,Air,Expenditure,2016,2586614
New York,State and Local,Air,Revenue,2016,2926855
New York,State and Local,Air,Expenditure,2015,2244848
New York,State and Local,Air,Revenue,2015,2871730
New York,State and Local,Air,Expenditure,2014,2050318
New York,State and Local,Air,Revenue,2014,2709226
New York,State and Local,Air,Expenditure,2013,1854752
New York,State and Local,Air,Revenue,2013,2741509
New York,State and Local,Air,Expenditure,2012,1703841
New York,State and Local,Air,Revenue,2012,2681874
New York,State and Local,Air,Expenditure,2011,2021319
New York,State and Local,Air,Revenue,2011,2613274
New York,State and Local,Air,Expenditure,2010,2214141
New York,State and Local,Air,Revenue,2010,2511935
New York,State and Local,Air,Expenditure,2009,2144846
New York,State and Local,Air,Revenue,2009,2524266
New York,State and Local,Air,Expenditure,2008,2078765
New York,State and Local,Air,Revenue,2008,2384346
New York,State and Local,Air,Expenditure,2007,1873494
New York,State and Local,Air,Revenue,2007,2187670
New York,State and Local,Air,Expenditure,2006,1784136
New York,State and Local,Air,Revenue,2006,2135736
New York,State and Local,Air,Expenditure,2005,1527793
New York,State and Local,Air,Revenue,2005,1987065
New York,State and Local,Air,Expenditure,2004,1757021
New York,State and Local,Air,Revenue,2004,1903117
New York,State and Local,Highway,Expenditure,2020,16698727
New York,State and Local,Highway,Revenue,2020,8342835
New York,State and Local,Highway,Expenditure,2019,23001763
New York,State and Local,Highway,Revenue,2019,8340676
New York,State and Local,Highway,Expenditure,2018,24744269
New York,State and Local,Highway,Revenue,2018,8159898
New York,State and Local,Highway,Expenditure,2017,19650211
New York,State and Local,Highway,Revenue,2017,8079097
New York,State and Local,Highway,Expenditure,2016,18743678
New York,State and Local,Highway,Revenue,2016,7743452
New York,State and Local,Highway,Expenditure,2015,17303609
New York,State and Local,Highway,Revenue,2015,7451912
New York,State and Local,Highway,Expenditure,2014,16571428
New York,State and Local,Highway,Revenue,2014,7262264
New York,State and Local,Highway,Expenditure,2013,15590335
New York,State and Local,Highway,Revenue,2013,6991183
New York,State and Local,Highway,Expenditure,2012,16121154
New York,State and Local,Highway,Revenue,2012,6798865
New York,State and Local,Highway,Expenditure,2011,17468962
New York,State and Local,Highway,Revenue,2011,6494799
New York,State and Local,Highway,Expenditure,2010,16798384
New York,State and Local,Highway,Revenue,2010,6027079
New York,State and Local,Highway,Expenditure,2009,16125820
New York,State and Local,Highway,Revenue,2009,5634227
New York,State and Local,Highway,Expenditure,2008,15280232
New York,State and Local,Highway,Revenue,2008,5426833
New York,State and Local,Highway,Expenditure,2007,15120018
New York,State and Local,Highway,Revenue,2007,4304861
New York,State and Local,Highway,Expenditure,2006,13691591
New York,State and Local,Highway,Revenue,2006,4171966
New York,State and Local,Highway,Expenditure,2005,14280109
New York,State and Local,Highway,Revenue,2005,3958077
New York,State and Local,Highway,Expenditure,2004,13105567
New York,State and Local,Highway,Revenue,2004,3810067
New York,State and Local,Transit,Expenditure,2020,25506727
New York,State and Local,Transit,Revenue,2020,7205433
New York,State and Local,Transit,Expenditure,2019,22163286
New York,State and Local,Transit,Revenue,2019,7012147
New York,State and Local,Transit,Expenditure,2018,23353188
New York,State and Local,Transit,Revenue,2018,7272612
New York,State and Local,Transit,Expenditure,2017,21652850
New York,State and Local,Transit,Revenue,2017,6801359
New York,State and Local,Transit,Expenditure,2016,19677475
New York,State and Local,Transit,Revenue,2016,6802685
New York,State and Local,Transit,Expenditure,2015,23238163
New York,State and Local,Transit,Revenue,2015,6467890
New York,State and Local,Transit,Expenditure,2014,17458060
New York,State and Local,Transit,Revenue,2014,6223210
New York,State and Local,Transit,Expenditure,2013,22744618
New York,State and Local,Transit,Revenue,2013,5751489
New York,State and Local,Transit,Expenditure,2012,18727578
New York,State and Local,Transit,Revenue,2012,5639808
New York,State and Local,Transit,Expenditure,2011,19175993
New York,State and Local,Transit,Revenue,2011,5198467
New York,State and Local,Transit,Expenditure,2010,19356191
New York,State and Local,Transit,Revenue,2010,4978365
New York,State and Local,Transit,Expenditure,2009,18146511
New York,State and Local,Transit,Revenue,2009,5002846
New York,State and Local,Transit,Expenditure,2008,14244174
New York,State and Local,Transit,Revenue,2008,4474038
New York,State and Local,Transit,Expenditure,2007,13609746
New York,State and Local,Transit,Revenue,2007,4516868
New York,State and Local,Transit,Expenditure,2006,14101650
New York,State and Local,Transit,Revenue,2006,4330035
New York,State and Local,Transit,Expenditure,2005,13453785
New York,State and Local,Transit,Revenue,2005,4049863
New York,State and Local,Transit,Expenditure,2004,14076639
New York,State and Local,Transit,Revenue,2004,3795492
New York,State and Local,Water,Expenditure,2020,298227
New York,State and Local,Water,Revenue,2020,313022
New York,State and Local,Water,Expenditure,2019,296665
New York,State and Local,Water,Revenue,2019,313499
New York,State and Local,Water,Expenditure,2018,298353
New York,State and Local,Water,Revenue,2018,309844
New York,State and Local,Water,Expenditure,2017,322773
New York,State and Local,Water,Revenue,2017,316523
New York,State and Local,Water,Expenditure,2016,288787
New York,State and Local,Water,Revenue,2016,314146
New York,State and Local,Water,Expenditure,2015,365707
New York,State and Local,Water,Revenue,2015,298504
New York,State and Local,Water,Expenditure,2014,369703
New York,State and Local,Water,Revenue,2014,330803
New York,State and Local,Water,Expenditure,2013,402095
New York,State and Local,Water,Revenue,2013,323967
New York,State and Local,Water,Expenditure,2012,363440
New York,State and Local,Water,Revenue,2012,284816
New York,State and Local,Water,Expenditure,2011,465869
New York,State and Local,Water,Revenue,2011,254045
New York,State and Local,Water,Expenditure,2010,304459
New York,State and Local,Water,Revenue,2010,224171
New York,State and Local,Water,Expenditure,2009,331784
New York,State and Local,Water,Revenue,2009,220847
New York,State and Local,Water,Expenditure,2008,409900
New York,State and Local,Water,Revenue,2008,258695
New York,State and Local,Water,Expenditure,2007,344554
New York,State and Local,Water,Revenue,2007,190668
New York,State and Local,Water,Expenditure,2006,346210
New York,State and Local,Water,Revenue,2006,180843
New York,State and Local,Water,Expenditure,2005,356380
New York,State and Local,Water,Revenue,2005,161234
New York,State and Local,Water,Expenditure,2004,426271
New York,State and Local,Water,Revenue,2004,146508
North Carolina,State and Local,Total,Expenditure,2020,107765251
North Carolina,State and Local,Total,Revenue,2020,110400823
North Carolina,State and Local,Total,Expenditure,2019,102440597
North Carolina,State and Local,Total,Revenue,2019,108607414
North Carolina,State and Local,Total,Expenditure,2018,95908259
North Carolina,State and Local,Total,Revenue,2018,103929530
North Carolina,State and Local,Total,Expenditure,2017,92320411
North Carolina,State and Local,Total,Revenue,2017,103349844
North Carolina,State and Local,Total,Expenditure,2016,90475427
North Carolina,State and Local,Total,Revenue,2016,92593783
North Carolina,State and Local,Total,Expenditure,2015,87421274
North Carolina,State and Local,Total,Revenue,2015,91423378
North Carolina,State and Local,Total,Expenditure,2014,87430843
North Carolina,State and Local,Total,Revenue,2014,96212647
North Carolina,State and Local,Total,Expenditure,2013,87271917
North Carolina,State and Local,Total,Revenue,2013,91172335
North Carolina,State and Local,Total,Expenditure,2012,83969807
North Carolina,State and Local,Total,Revenue,2012,83134361
North Carolina,State and Local,Total,Expenditure,2011,81015696
North Carolina,State and Local,Total,Revenue,2011,93936852
North Carolina,State and Local,Total,Expenditure,2010,79954918
North Carolina,State and Local,Total,Revenue,2010,86699023
North Carolina,State and Local,Total,Expenditure,2009,76811821
North Carolina,State and Local,Total,Revenue,2009,58107542
North Carolina,State and Local,Total,Expenditure,2008,72041692
North Carolina,State and Local,Total,Revenue,2008,76986215
North Carolina,State and Local,Total,Expenditure,2007,67184920
North Carolina,State and Local,Total,Revenue,2007,75790767
North Carolina,State and Local,Total,Expenditure,2006,63276403
North Carolina,State and Local,Total,Revenue,2006,68226097
North Carolina,State and Local,Total,Expenditure,2005,60080384
North Carolina,State and Local,Total,Revenue,2005,64813231
North Carolina,State and Local,Total,Expenditure,2004,56687918
North Carolina,State and Local,Total,Revenue,2004,63458302
North Carolina,State and Local,Air,Expenditure,2020,1099707
North Carolina,State and Local,Air,Revenue,2020,735788
North Carolina,State and Local,Air,Expenditure,2019,923597
North Carolina,State and Local,Air,Revenue,2019,749759
North Carolina,State and Local,Air,Expenditure,2018,620013
North Carolina,State and Local,Air,Revenue,2018,584788
North Carolina,State and Local,Air,Expenditure,2017,531246
North Carolina,State and Local,Air,Revenue,2017,501905
North Carolina,State and Local,Air,Expenditure,2016,437645
North Carolina,State and Local,Air,Revenue,2016,470769
North Carolina,State and Local,Air,Expenditure,2015,432938
North Carolina,State and Local,Air,Revenue,2015,468718
North Carolina,State and Local,Air,Expenditure,2014,535976
North Carolina,State and Local,Air,Revenue,2014,450858
North Carolina,State and Local,Air,Expenditure,2013,427537
North Carolina,State and Local,Air,Revenue,2013,424633
North Carolina,State and Local,Air,Expenditure,2012,371672
North Carolina,State and Local,Air,Revenue,2012,407641
North Carolina,State and Local,Air,Expenditure,2011,430800
North Carolina,State and Local,Air,Revenue,2011,389285
North Carolina,State and Local,Air,Expenditure,2010,484742
North Carolina,State and Local,Air,Revenue,2010,350716
North Carolina,State and Local,Air,Expenditure,2009,596563
North Carolina,State and Local,Air,Revenue,2009,353072
North Carolina,State and Local,Air,Expenditure,2008,492483
North Carolina,State and Local,Air,Revenue,2008,392896
North Carolina,State and Local,Air,Expenditure,2007,441129
North Carolina,State and Local,Air,Revenue,2007,341400
North Carolina,State and Local,Air,Expenditure,2006,357310
North Carolina,State and Local,Air,Revenue,2006,293339
North Carolina,State and Local,Air,Expenditure,2005,326915
North Carolina,State and Local,Air,Revenue,2005,237544
North Carolina,State and Local,Air,Expenditure,2004,357326
North Carolina,State and Local,Air,Revenue,2004,200037
North Carolina,State and Local,Highway,Expenditure,2020,10216790
North Carolina,State and Local,Highway,Revenue,2020,3057914
North Carolina,State and Local,Highway,Expenditure,2019,11485351
North Carolina,State and Local,Highway,Revenue,2019,3237230
North Carolina,State and Local,Highway,Expenditure,2018,9921793
North Carolina,State and Local,Highway,Revenue,2018,3037970
North Carolina,State and Local,Highway,Expenditure,2017,8243813
North Carolina,State and Local,Highway,Revenue,2017,2949851
North Carolina,State and Local,Highway,Expenditure,2016,7157525
North Carolina,State and Local,Highway,Revenue,2016,2829988
North Carolina,State and Local,Highway,Expenditure,2015,6713948
North Carolina,State and Local,Highway,Revenue,2015,2695550
North Carolina,State and Local,Highway,Expenditure,2014,6806860
North Carolina,State and Local,Highway,Revenue,2014,2654478
North Carolina,State and Local,Highway,Expenditure,2013,6582792
