,State,Year,Bicycle,Carpool,Drove alone,Public transportation,"Taxi, motorcycle, or other",Walked,Worked at home,Alternative Transportation
594,Wisconsin,2014,0.007927705,0.081654315,0.808791076,0.018979448,0.00966274,0.03223248,0.040752236,0.150456688
595,Wisconsin,2015,0.008183208,0.078865793,0.812343217,0.019134901,0.009002215,0.031603047,0.040867619,0.146789164
596,Wisconsin,2016,0.007031135,0.082198478,0.806919978,0.017426119,0.008973122,0.030303103,0.047148065,0.145931957
597,Wisconsin,2017,0.006296255,0.076339026,0.811193001,0.017505249,0.009205857,0.029961652,0.04949896,0.139308039
598,Wisconsin,2018,0.006581473,0.075151753,0.816929816,0.014992541,0.008773606,0.0292502,0.04832061,0.134749573
599,Wisconsin,2019,0.006167635,0.079926514,0.80755004,0.016928306,0.00885662,0.029604853,0.050966031,0.141483928
600,Wisconsin,2020,,0.066328152,0.746780073,0.011429029,0.03974567,,0.135717075,0.117502851
601,Wisconsin,2021,0.004766155,0.065796233,0.733539738,0.008591845,0.012089561,0.026746897,0.148469571,0.11799069099999998
602,Wyoming,2010,0.008574399,0.110581783,0.75946876,0.016983905,0.011904506,0.043567409,0.048919239,0.191612002
603,Wyoming,2011,0.009619754,0.108596257,0.777490754,0.015439845,0.013346011,0.034036172,0.041471207,0.18103803899999998
604,Wyoming,2012,0.011799678,0.115559208,0.757484088,0.015314402,0.012173883,0.032454361,0.055214381,0.187301532
605,Wyoming,2013,0.007830708,0.108313338,0.770565062,0.015314225,0.0152661,0.045664235,0.037046331,0.19238860600000002
606,Wyoming,2014,0.009402399,0.110303476,0.768019014,0.016147819,0.012454381,0.035678475,0.047994436,0.18398654999999997
607,Wyoming,2015,0.006169531,0.100147668,0.773100293,0.021970307,0.010699847,0.045942946,0.041969408,0.18493029900000002
608,Wyoming,2016,0.006139543,0.089983333,0.777555857,0.015197654,0.007099506,0.046081734,0.057942374,0.16450177
609,Wyoming,2017,0.010628885,0.102029411,0.779408551,0.005914489,0.012892941,0.036203407,0.052922316,0.167669133
610,Wyoming,2018,0.011339797,0.10151701,0.757981256,0.012288587,0.012088287,0.042614725,0.062170339,0.179848406
611,Wyoming,2019,0.010431759,0.115135709,0.769141884,0.011630195,0.006872225,0.029524453,0.057263774,0.17359434100000004
612,Wyoming,2020,,0.085414209,0.764088077,0.00558508,0.056464153,,0.088448481,0.147463442
613,Wyoming,2021,0.007509837,0.092258169,0.758941289,0.007939978,0.010295175,0.033565092,0.089490459,0.15156825100000001
